Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Australia,South Australia,AU-SA,17.99,64.15,95.14,95.14,opennem.org.au,false,
2023-01-01 01:00:00,Australia,South Australia,AU-SA,17.01,64.23,95.4,95.4,opennem.org.au,false,
2023-01-01 02:00:00,Australia,South Australia,AU-SA,15.85,61.86,95.74,95.74,opennem.org.au,false,
2023-01-01 03:00:00,Australia,South Australia,AU-SA,25.62,72.78,93.08,93.08,opennem.org.au,false,
2023-01-01 04:00:00,Australia,South Australia,AU-SA,42.99,93.26,88.39,88.39,opennem.org.au,false,
2023-01-01 05:00:00,Australia,South Australia,AU-SA,67.98,122.41,81.66,81.66,opennem.org.au,false,
2023-01-01 06:00:00,Australia,South Australia,AU-SA,92.2,151.74,75.08,75.08,opennem.org.au,false,
2023-01-01 07:00:00,Australia,South Australia,AU-SA,105.21,162.67,71.61,71.61,opennem.org.au,false,
2023-01-01 08:00:00,Australia,South Australia,AU-SA,115.5,169.07,68.82,68.82,opennem.org.au,false,
2023-01-01 09:00:00,Australia,South Australia,AU-SA,148.98,205.7,60.44,60.44,opennem.org.au,false,
2023-01-01 10:00:00,Australia,South Australia,AU-SA,139.37,191.32,62.54,62.54,opennem.org.au,false,
2023-01-01 11:00:00,Australia,South Australia,AU-SA,115.67,160.64,68.82,68.82,opennem.org.au,false,
2023-01-01 12:00:00,Australia,South Australia,AU-SA,118.68,164.24,68.24,68.24,opennem.org.au,false,
2023-01-01 13:00:00,Australia,South Australia,AU-SA,124.29,170.94,67.15,67.15,opennem.org.au,false,
2023-01-01 14:00:00,Australia,South Australia,AU-SA,131.66,180.73,64.97,64.97,opennem.org.au,false,
2023-01-01 15:00:00,Australia,South Australia,AU-SA,126.22,174.07,66.15,66.15,opennem.org.au,false,
2023-01-01 16:00:00,Australia,South Australia,AU-SA,125.33,173.26,66.13,66.13,opennem.org.au,false,
2023-01-01 17:00:00,Australia,South Australia,AU-SA,135.65,186.45,63.46,63.46,opennem.org.au,false,
2023-01-01 18:00:00,Australia,South Australia,AU-SA,143.71,197.04,61.16,61.16,opennem.org.au,false,
2023-01-01 19:00:00,Australia,South Australia,AU-SA,173.01,234.22,53.83,53.83,opennem.org.au,false,
2023-01-01 20:00:00,Australia,South Australia,AU-SA,178.67,244.37,52.44,52.44,opennem.org.au,false,
2023-01-01 21:00:00,Australia,South Australia,AU-SA,70.82,118.2,81.01,81.01,opennem.org.au,false,
2023-01-01 22:00:00,Australia,South Australia,AU-SA,21.19,61.19,94.33,94.33,opennem.org.au,false,
2023-01-01 23:00:00,Australia,South Australia,AU-SA,18.75,59.44,95.2,95.2,opennem.org.au,false,
2023-01-02 00:00:00,Australia,South Australia,AU-SA,14.54,54.77,96.08,96.08,opennem.org.au,false,
2023-01-02 01:00:00,Australia,South Australia,AU-SA,12.44,51.06,96.65,96.65,opennem.org.au,false,
2023-01-02 02:00:00,Australia,South Australia,AU-SA,11.98,49.89,96.76,96.76,opennem.org.au,false,
2023-01-02 03:00:00,Australia,South Australia,AU-SA,12.07,49.71,96.74,96.74,opennem.org.au,false,
2023-01-02 04:00:00,Australia,South Australia,AU-SA,12.11,48.44,96.73,96.73,opennem.org.au,false,
2023-01-02 05:00:00,Australia,South Australia,AU-SA,11.9,46.64,96.78,96.78,opennem.org.au,false,
2023-01-02 06:00:00,Australia,South Australia,AU-SA,11.64,44.29,96.85,96.85,opennem.org.au,false,
2023-01-02 07:00:00,Australia,South Australia,AU-SA,11.38,40.8,96.92,96.92,opennem.org.au,false,
2023-01-02 08:00:00,Australia,South Australia,AU-SA,30.72,59.98,91.87,91.87,opennem.org.au,false,
2023-01-02 09:00:00,Australia,South Australia,AU-SA,44.71,71.08,88.59,88.59,opennem.org.au,false,
2023-01-02 10:00:00,Australia,South Australia,AU-SA,56.08,82.83,85.58,85.58,opennem.org.au,false,
2023-01-02 11:00:00,Australia,South Australia,AU-SA,60.17,87.95,84.47,84.47,opennem.org.au,false,
2023-01-02 12:00:00,Australia,South Australia,AU-SA,63.37,92.37,83.39,83.39,opennem.org.au,false,
2023-01-02 13:00:00,Australia,South Australia,AU-SA,65.33,95.55,82.37,82.37,opennem.org.au,false,
2023-01-02 14:00:00,Australia,South Australia,AU-SA,73.24,105.29,80.62,80.62,opennem.org.au,false,
2023-01-02 15:00:00,Australia,South Australia,AU-SA,75.49,108.72,79.6,79.6,opennem.org.au,false,
2023-01-02 16:00:00,Australia,South Australia,AU-SA,66.79,97.22,82.14,82.14,opennem.org.au,false,
2023-01-02 17:00:00,Australia,South Australia,AU-SA,52.11,78.14,86.17,86.17,opennem.org.au,false,
2023-01-02 18:00:00,Australia,South Australia,AU-SA,53.71,80.39,85.59,85.59,opennem.org.au,false,
2023-01-02 19:00:00,Australia,South Australia,AU-SA,49.13,74.46,86.84,86.84,opennem.org.au,false,
2023-01-02 20:00:00,Australia,South Australia,AU-SA,44.07,70.19,88.17,88.17,opennem.org.au,false,
2023-01-02 21:00:00,Australia,South Australia,AU-SA,31.23,60.37,91.59,91.59,opennem.org.au,false,
2023-01-02 22:00:00,Australia,South Australia,AU-SA,17.91,47.59,95.17,95.17,opennem.org.au,false,
2023-01-02 23:00:00,Australia,South Australia,AU-SA,16.5,49.75,95.61,95.61,opennem.org.au,false,
2023-01-03 00:00:00,Australia,South Australia,AU-SA,15.44,51.04,95.83,95.83,opennem.org.au,false,
2023-01-03 01:00:00,Australia,South Australia,AU-SA,15.09,53.31,95.92,95.92,opennem.org.au,false,
2023-01-03 02:00:00,Australia,South Australia,AU-SA,15.04,54.94,95.94,95.94,opennem.org.au,false,
2023-01-03 03:00:00,Australia,South Australia,AU-SA,15.26,55.86,95.88,95.88,opennem.org.au,false,
2023-01-03 04:00:00,Australia,South Australia,AU-SA,14.59,53.61,96.06,96.06,opennem.org.au,false,
2023-01-03 05:00:00,Australia,South Australia,AU-SA,14.17,51.1,96.17,96.17,opennem.org.au,false,
2023-01-03 06:00:00,Australia,South Australia,AU-SA,14.18,48.32,96.17,96.17,opennem.org.au,false,
2023-01-03 07:00:00,Australia,South Australia,AU-SA,14.08,45.67,96.2,96.2,opennem.org.au,false,
2023-01-03 08:00:00,Australia,South Australia,AU-SA,16.68,43.74,95.66,95.66,opennem.org.au,false,
2023-01-03 09:00:00,Australia,South Australia,AU-SA,21.75,42.12,94.79,94.79,opennem.org.au,false,
2023-01-03 10:00:00,Australia,South Australia,AU-SA,24.32,41.73,94.18,94.18,opennem.org.au,false,
2023-01-03 11:00:00,Australia,South Australia,AU-SA,23.91,41.74,93.71,93.71,opennem.org.au,false,
2023-01-03 12:00:00,Australia,South Australia,AU-SA,24.23,42.35,93.46,93.46,opennem.org.au,false,
2023-01-03 13:00:00,Australia,South Australia,AU-SA,23.73,41.42,93.82,93.82,opennem.org.au,false,
2023-01-03 14:00:00,Australia,South Australia,AU-SA,23.76,41.37,93.89,93.89,opennem.org.au,false,
2023-01-03 15:00:00,Australia,South Australia,AU-SA,22.0,39.39,94.12,94.12,opennem.org.au,false,
2023-01-03 16:00:00,Australia,South Australia,AU-SA,20.7,37.8,94.4,94.4,opennem.org.au,false,
2023-01-03 17:00:00,Australia,South Australia,AU-SA,21.17,38.4,94.28,94.28,opennem.org.au,false,
2023-01-03 18:00:00,Australia,South Australia,AU-SA,19.89,36.76,94.62,94.62,opennem.org.au,false,
2023-01-03 19:00:00,Australia,South Australia,AU-SA,20.57,37.52,94.52,94.52,opennem.org.au,false,
2023-01-03 20:00:00,Australia,South Australia,AU-SA,19.8,38.01,94.65,94.65,opennem.org.au,false,
2023-01-03 21:00:00,Australia,South Australia,AU-SA,18.37,41.12,95.05,95.05,opennem.org.au,false,
2023-01-03 22:00:00,Australia,South Australia,AU-SA,17.58,45.45,95.3,95.3,opennem.org.au,false,
2023-01-03 23:00:00,Australia,South Australia,AU-SA,16.9,45.74,95.63,95.63,opennem.org.au,false,
2023-01-04 00:00:00,Australia,South Australia,AU-SA,16.67,48.69,95.69,95.69,opennem.org.au,false,
2023-01-04 01:00:00,Australia,South Australia,AU-SA,15.94,50.35,95.84,95.84,opennem.org.au,false,
2023-01-04 02:00:00,Australia,South Australia,AU-SA,16.43,52.75,95.75,95.75,opennem.org.au,false,
2023-01-04 03:00:00,Australia,South Australia,AU-SA,15.97,55.05,95.69,95.69,opennem.org.au,false,
2023-01-04 04:00:00,Australia,South Australia,AU-SA,15.46,55.92,95.82,95.82,opennem.org.au,false,
2023-01-04 05:00:00,Australia,South Australia,AU-SA,14.89,53.67,95.98,95.98,opennem.org.au,false,
2023-01-04 06:00:00,Australia,South Australia,AU-SA,14.62,50.01,96.05,96.05,opennem.org.au,false,
2023-01-04 07:00:00,Australia,South Australia,AU-SA,14.6,46.16,96.05,96.05,opennem.org.au,false,
2023-01-04 08:00:00,Australia,South Australia,AU-SA,16.11,42.9,95.66,95.66,opennem.org.au,false,
2023-01-04 09:00:00,Australia,South Australia,AU-SA,21.38,40.99,95.23,95.23,opennem.org.au,false,
2023-01-04 10:00:00,Australia,South Australia,AU-SA,19.79,36.57,94.84,94.84,opennem.org.au,false,
2023-01-04 11:00:00,Australia,South Australia,AU-SA,20.51,37.53,94.47,94.47,opennem.org.au,false,
2023-01-04 12:00:00,Australia,South Australia,AU-SA,20.78,37.91,94.38,94.38,opennem.org.au,false,
2023-01-04 13:00:00,Australia,South Australia,AU-SA,20.1,37.02,94.57,94.57,opennem.org.au,false,
2023-01-04 14:00:00,Australia,South Australia,AU-SA,20.78,37.87,94.4,94.4,opennem.org.au,false,
2023-01-04 15:00:00,Australia,South Australia,AU-SA,20.05,36.94,94.59,94.59,opennem.org.au,false,
2023-01-04 16:00:00,Australia,South Australia,AU-SA,20.08,37.0,94.57,94.57,opennem.org.au,false,
2023-01-04 17:00:00,Australia,South Australia,AU-SA,20.65,37.72,94.43,94.43,opennem.org.au,false,
2023-01-04 18:00:00,Australia,South Australia,AU-SA,21.35,38.63,94.23,94.23,opennem.org.au,false,
2023-01-04 19:00:00,Australia,South Australia,AU-SA,21.41,38.61,94.3,94.3,opennem.org.au,false,
2023-01-04 20:00:00,Australia,South Australia,AU-SA,22.21,41.3,94.01,94.01,opennem.org.au,false,
2023-01-04 21:00:00,Australia,South Australia,AU-SA,20.11,45.79,94.57,94.57,opennem.org.au,false,
2023-01-04 22:00:00,Australia,South Australia,AU-SA,17.85,49.43,95.36,95.36,opennem.org.au,false,
2023-01-04 23:00:00,Australia,South Australia,AU-SA,16.59,52.38,95.67,95.67,opennem.org.au,false,
2023-01-05 00:00:00,Australia,South Australia,AU-SA,15.61,54.01,95.78,95.78,opennem.org.au,false,
2023-01-05 01:00:00,Australia,South Australia,AU-SA,15.29,55.75,95.89,95.89,opennem.org.au,false,
2023-01-05 02:00:00,Australia,South Australia,AU-SA,15.35,57.06,95.95,95.95,opennem.org.au,false,
2023-01-05 03:00:00,Australia,South Australia,AU-SA,15.01,55.84,95.95,95.95,opennem.org.au,false,
2023-01-05 04:00:00,Australia,South Australia,AU-SA,14.83,54.89,95.99,95.99,opennem.org.au,false,
2023-01-05 05:00:00,Australia,South Australia,AU-SA,14.78,54.17,96.01,96.01,opennem.org.au,false,
2023-01-05 06:00:00,Australia,South Australia,AU-SA,13.99,50.36,96.22,96.22,opennem.org.au,false,
2023-01-05 07:00:00,Australia,South Australia,AU-SA,13.73,46.21,96.29,96.29,opennem.org.au,false,
2023-01-05 08:00:00,Australia,South Australia,AU-SA,14.9,41.06,96.06,96.06,opennem.org.au,false,
2023-01-05 09:00:00,Australia,South Australia,AU-SA,20.65,40.29,95.23,95.23,opennem.org.au,false,
2023-01-05 10:00:00,Australia,South Australia,AU-SA,21.59,38.23,94.89,94.89,opennem.org.au,false,
2023-01-05 11:00:00,Australia,South Australia,AU-SA,18.82,35.34,94.93,94.93,opennem.org.au,false,
2023-01-05 12:00:00,Australia,South Australia,AU-SA,18.17,34.24,95.31,95.31,opennem.org.au,false,
2023-01-05 13:00:00,Australia,South Australia,AU-SA,17.73,33.67,95.42,95.42,opennem.org.au,false,
2023-01-05 14:00:00,Australia,South Australia,AU-SA,20.13,36.86,94.72,94.72,opennem.org.au,false,
2023-01-05 15:00:00,Australia,South Australia,AU-SA,21.53,38.86,94.2,94.2,opennem.org.au,false,
2023-01-05 16:00:00,Australia,South Australia,AU-SA,20.98,38.16,94.33,94.33,opennem.org.au,false,
2023-01-05 17:00:00,Australia,South Australia,AU-SA,19.74,36.56,94.66,94.66,opennem.org.au,false,
2023-01-05 18:00:00,Australia,South Australia,AU-SA,19.84,36.65,94.67,94.67,opennem.org.au,false,
2023-01-05 19:00:00,Australia,South Australia,AU-SA,20.13,37.07,94.56,94.56,opennem.org.au,false,
2023-01-05 20:00:00,Australia,South Australia,AU-SA,20.88,39.48,94.36,94.36,opennem.org.au,false,
2023-01-05 21:00:00,Australia,South Australia,AU-SA,19.07,44.19,94.85,94.85,opennem.org.au,false,
2023-01-05 22:00:00,Australia,South Australia,AU-SA,18.08,50.7,95.11,95.11,opennem.org.au,false,
2023-01-05 23:00:00,Australia,South Australia,AU-SA,18.53,57.33,94.99,94.99,opennem.org.au,false,
2023-01-06 00:00:00,Australia,South Australia,AU-SA,20.25,64.1,94.7,94.7,opennem.org.au,false,
2023-01-06 01:00:00,Australia,South Australia,AU-SA,19.06,65.91,94.88,94.88,opennem.org.au,false,
2023-01-06 02:00:00,Australia,South Australia,AU-SA,19.38,66.88,94.95,94.95,opennem.org.au,false,
2023-01-06 03:00:00,Australia,South Australia,AU-SA,18.6,65.74,94.99,94.99,opennem.org.au,false,
2023-01-06 04:00:00,Australia,South Australia,AU-SA,18.08,64.3,95.11,95.11,opennem.org.au,false,
2023-01-06 05:00:00,Australia,South Australia,AU-SA,16.58,59.45,95.52,95.52,opennem.org.au,false,
2023-01-06 06:00:00,Australia,South Australia,AU-SA,15.51,55.59,95.81,95.81,opennem.org.au,false,
2023-01-06 07:00:00,Australia,South Australia,AU-SA,16.24,52.24,95.65,95.65,opennem.org.au,false,
2023-01-06 08:00:00,Australia,South Australia,AU-SA,18.57,48.41,94.98,94.98,opennem.org.au,false,
2023-01-06 09:00:00,Australia,South Australia,AU-SA,24.22,46.14,93.98,93.98,opennem.org.au,false,
2023-01-06 10:00:00,Australia,South Australia,AU-SA,24.48,42.52,93.69,93.69,opennem.org.au,false,
2023-01-06 11:00:00,Australia,South Australia,AU-SA,23.58,41.09,93.97,93.97,opennem.org.au,false,
2023-01-06 12:00:00,Australia,South Australia,AU-SA,25.19,42.82,93.81,93.81,opennem.org.au,false,
2023-01-06 13:00:00,Australia,South Australia,AU-SA,25.81,43.58,93.68,93.68,opennem.org.au,false,
2023-01-06 14:00:00,Australia,South Australia,AU-SA,23.33,40.85,93.97,93.97,opennem.org.au,false,
2023-01-06 15:00:00,Australia,South Australia,AU-SA,22.45,39.9,94.06,94.06,opennem.org.au,false,
2023-01-06 16:00:00,Australia,South Australia,AU-SA,21.96,39.43,94.06,94.06,opennem.org.au,false,
2023-01-06 17:00:00,Australia,South Australia,AU-SA,22.23,39.77,93.99,93.99,opennem.org.au,false,
2023-01-06 18:00:00,Australia,South Australia,AU-SA,21.66,39.04,94.15,94.15,opennem.org.au,false,
2023-01-06 19:00:00,Australia,South Australia,AU-SA,21.14,38.37,94.29,94.29,opennem.org.au,false,
2023-01-06 20:00:00,Australia,South Australia,AU-SA,20.42,38.78,94.48,94.48,opennem.org.au,false,
2023-01-06 21:00:00,Australia,South Australia,AU-SA,18.9,43.48,94.89,94.89,opennem.org.au,false,
2023-01-06 22:00:00,Australia,South Australia,AU-SA,17.29,49.7,95.33,95.33,opennem.org.au,false,
2023-01-06 23:00:00,Australia,South Australia,AU-SA,16.31,53.95,95.59,95.59,opennem.org.au,false,
2023-01-07 00:00:00,Australia,South Australia,AU-SA,17.14,60.08,95.45,95.45,opennem.org.au,false,
2023-01-07 01:00:00,Australia,South Australia,AU-SA,17.4,64.08,95.3,95.3,opennem.org.au,false,
2023-01-07 02:00:00,Australia,South Australia,AU-SA,16.97,64.34,95.41,95.41,opennem.org.au,false,
2023-01-07 03:00:00,Australia,South Australia,AU-SA,15.05,61.27,96.02,96.02,opennem.org.au,false,
2023-01-07 04:00:00,Australia,South Australia,AU-SA,19.72,66.64,94.67,94.67,opennem.org.au,false,
2023-01-07 05:00:00,Australia,South Australia,AU-SA,49.43,102.45,86.94,86.94,opennem.org.au,false,
2023-01-07 06:00:00,Australia,South Australia,AU-SA,82.77,142.7,77.67,77.67,opennem.org.au,false,
2023-01-07 07:00:00,Australia,South Australia,AU-SA,135.2,205.45,63.66,63.66,opennem.org.au,false,
2023-01-07 08:00:00,Australia,South Australia,AU-SA,203.75,289.79,45.92,45.92,opennem.org.au,false,
2023-01-07 09:00:00,Australia,South Australia,AU-SA,263.52,357.36,32.86,32.86,opennem.org.au,false,
2023-01-07 10:00:00,Australia,South Australia,AU-SA,264.67,359.47,29.04,29.04,opennem.org.au,false,
2023-01-07 11:00:00,Australia,South Australia,AU-SA,172.41,234.38,53.42,53.42,opennem.org.au,false,
2023-01-07 12:00:00,Australia,South Australia,AU-SA,124.76,172.52,66.28,66.28,opennem.org.au,false,
2023-01-07 13:00:00,Australia,South Australia,AU-SA,121.19,167.89,67.25,67.25,opennem.org.au,false,
2023-01-07 14:00:00,Australia,South Australia,AU-SA,108.1,150.94,70.78,70.78,opennem.org.au,false,
2023-01-07 15:00:00,Australia,South Australia,AU-SA,57.21,85.06,84.54,84.54,opennem.org.au,false,
2023-01-07 16:00:00,Australia,South Australia,AU-SA,44.18,68.15,88.09,88.09,opennem.org.au,false,
2023-01-07 17:00:00,Australia,South Australia,AU-SA,38.74,61.16,89.53,89.53,opennem.org.au,false,
2023-01-07 18:00:00,Australia,South Australia,AU-SA,38.44,60.77,89.61,89.61,opennem.org.au,false,
2023-01-07 19:00:00,Australia,South Australia,AU-SA,39.21,61.76,89.4,89.4,opennem.org.au,false,
2023-01-07 20:00:00,Australia,South Australia,AU-SA,37.9,61.79,89.76,89.76,opennem.org.au,false,
2023-01-07 21:00:00,Australia,South Australia,AU-SA,31.13,61.27,91.59,91.59,opennem.org.au,false,
2023-01-07 22:00:00,Australia,South Australia,AU-SA,19.58,53.92,94.71,94.71,opennem.org.au,false,
2023-01-07 23:00:00,Australia,South Australia,AU-SA,17.85,56.68,95.17,95.17,opennem.org.au,false,
2023-01-08 00:00:00,Australia,South Australia,AU-SA,15.85,57.35,95.72,95.72,opennem.org.au,false,
2023-01-08 01:00:00,Australia,South Australia,AU-SA,20.1,65.23,94.57,94.57,opennem.org.au,false,
2023-01-08 02:00:00,Australia,South Australia,AU-SA,30.17,77.08,91.87,91.87,opennem.org.au,false,
2023-01-08 03:00:00,Australia,South Australia,AU-SA,43.26,92.74,88.31,88.31,opennem.org.au,false,
2023-01-08 04:00:00,Australia,South Australia,AU-SA,63.38,117.53,82.94,82.94,opennem.org.au,false,
2023-01-08 05:00:00,Australia,South Australia,AU-SA,76.86,133.58,79.23,79.23,opennem.org.au,false,
2023-01-08 06:00:00,Australia,South Australia,AU-SA,108.21,171.65,70.85,70.85,opennem.org.au,false,
2023-01-08 07:00:00,Australia,South Australia,AU-SA,139.69,207.99,62.44,62.44,opennem.org.au,false,
2023-01-08 08:00:00,Australia,South Australia,AU-SA,187.55,261.87,50.29,50.29,opennem.org.au,false,
2023-01-08 09:00:00,Australia,South Australia,AU-SA,192.8,261.63,49.55,49.55,opennem.org.au,false,
2023-01-08 10:00:00,Australia,South Australia,AU-SA,116.14,161.52,68.61,68.61,opennem.org.au,false,
2023-01-08 11:00:00,Australia,South Australia,AU-SA,107.33,149.93,71.01,71.01,opennem.org.au,false,
2023-01-08 12:00:00,Australia,South Australia,AU-SA,100.95,141.49,72.87,72.87,opennem.org.au,false,
2023-01-08 13:00:00,Australia,South Australia,AU-SA,96.26,135.61,73.99,73.99,opennem.org.au,false,
2023-01-08 14:00:00,Australia,South Australia,AU-SA,95.62,134.79,74.16,74.16,opennem.org.au,false,
2023-01-08 15:00:00,Australia,South Australia,AU-SA,81.6,116.64,77.95,77.95,opennem.org.au,false,
2023-01-08 16:00:00,Australia,South Australia,AU-SA,84.79,120.58,77.23,77.23,opennem.org.au,false,
2023-01-08 17:00:00,Australia,South Australia,AU-SA,84.85,120.37,77.44,77.44,opennem.org.au,false,
2023-01-08 18:00:00,Australia,South Australia,AU-SA,86.03,122.07,76.99,76.99,opennem.org.au,false,
2023-01-08 19:00:00,Australia,South Australia,AU-SA,94.06,132.38,74.88,74.88,opennem.org.au,false,
2023-01-08 20:00:00,Australia,South Australia,AU-SA,94.3,134.64,74.51,74.51,opennem.org.au,false,
2023-01-08 21:00:00,Australia,South Australia,AU-SA,65.87,105.44,82.2,82.2,opennem.org.au,false,
2023-01-08 22:00:00,Australia,South Australia,AU-SA,28.1,66.37,92.41,92.41,opennem.org.au,false,
2023-01-08 23:00:00,Australia,South Australia,AU-SA,16.76,55.14,95.47,95.47,opennem.org.au,false,
2023-01-09 00:00:00,Australia,South Australia,AU-SA,14.9,55.38,95.97,95.97,opennem.org.au,false,
2023-01-09 01:00:00,Australia,South Australia,AU-SA,13.35,53.43,96.39,96.39,opennem.org.au,false,
2023-01-09 02:00:00,Australia,South Australia,AU-SA,12.37,51.61,96.66,96.66,opennem.org.au,false,
2023-01-09 03:00:00,Australia,South Australia,AU-SA,12.64,50.58,96.76,96.76,opennem.org.au,false,
2023-01-09 04:00:00,Australia,South Australia,AU-SA,13.33,49.54,96.53,96.53,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-09 05:00:00,Australia,South Australia,AU-SA,14.01,48.5,96.3,96.3,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2023-01-09 06:00:00,Australia,South Australia,AU-SA,15.13,47.83,96.08,96.08,opennem.org.au,false,
2023-01-09 07:00:00,Australia,South Australia,AU-SA,33.6,68.1,90.97,90.97,opennem.org.au,false,
2023-01-09 08:00:00,Australia,South Australia,AU-SA,45.17,78.6,87.8,87.8,opennem.org.au,false,
2023-01-09 09:00:00,Australia,South Australia,AU-SA,71.03,105.85,80.99,80.99,opennem.org.au,false,
2023-01-09 10:00:00,Australia,South Australia,AU-SA,83.3,118.66,77.79,77.79,opennem.org.au,false,
2023-01-09 11:00:00,Australia,South Australia,AU-SA,83.01,117.92,77.98,77.98,opennem.org.au,false,
2023-01-09 12:00:00,Australia,South Australia,AU-SA,56.01,83.07,85.21,85.21,opennem.org.au,false,
2023-01-09 13:00:00,Australia,South Australia,AU-SA,58.12,86.0,84.48,84.48,opennem.org.au,false,
2023-01-09 14:00:00,Australia,South Australia,AU-SA,68.95,100.19,81.42,81.42,opennem.org.au,false,
2023-01-09 15:00:00,Australia,South Australia,AU-SA,163.43,199.27,69.88,69.88,opennem.org.au,false,
2023-01-09 16:00:00,Australia,South Australia,AU-SA,155.77,190.33,71.36,71.36,opennem.org.au,false,
2023-01-09 17:00:00,Australia,South Australia,AU-SA,103.32,135.08,77.91,77.91,opennem.org.au,false,
2023-01-09 18:00:00,Australia,South Australia,AU-SA,82.29,116.05,78.67,78.67,opennem.org.au,false,
2023-01-09 19:00:00,Australia,South Australia,AU-SA,98.63,133.07,76.86,76.86,opennem.org.au,false,
2023-01-09 20:00:00,Australia,South Australia,AU-SA,133.03,165.12,75.8,75.8,opennem.org.au,false,
2023-01-09 21:00:00,Australia,South Australia,AU-SA,88.98,118.73,85.34,85.34,opennem.org.au,false,
2023-01-09 22:00:00,Australia,South Australia,AU-SA,26.45,60.45,93.9,93.9,opennem.org.au,false,
2023-01-09 23:00:00,Australia,South Australia,AU-SA,22.06,61.07,94.68,94.68,opennem.org.au,false,
2023-01-10 00:00:00,Australia,South Australia,AU-SA,15.79,57.51,95.73,95.73,opennem.org.au,false,
2023-01-10 01:00:00,Australia,South Australia,AU-SA,15.19,57.67,96.0,96.0,opennem.org.au,false,
2023-01-10 02:00:00,Australia,South Australia,AU-SA,14.36,57.03,96.23,96.23,opennem.org.au,false,
2023-01-10 03:00:00,Australia,South Australia,AU-SA,13.56,55.45,96.44,96.44,opennem.org.au,false,
2023-01-10 04:00:00,Australia,South Australia,AU-SA,17.85,58.8,95.87,95.87,opennem.org.au,false,
2023-01-10 05:00:00,Australia,South Australia,AU-SA,39.69,80.63,92.31,92.31,opennem.org.au,false,
2023-01-10 06:00:00,Australia,South Australia,AU-SA,62.93,106.08,86.8,86.8,opennem.org.au,false,
2023-01-10 07:00:00,Australia,South Australia,AU-SA,70.55,116.02,81.99,81.99,opennem.org.au,false,
2023-01-10 08:00:00,Australia,South Australia,AU-SA,132.36,180.08,71.63,71.63,opennem.org.au,false,
2023-01-10 09:00:00,Australia,South Australia,AU-SA,210.44,262.18,58.31,58.31,opennem.org.au,false,
2023-01-10 10:00:00,Australia,South Australia,AU-SA,179.51,228.16,60.99,60.99,opennem.org.au,false,
2023-01-10 11:00:00,Australia,South Australia,AU-SA,156.31,200.22,65.74,65.74,opennem.org.au,false,
2023-01-10 12:00:00,Australia,South Australia,AU-SA,199.02,242.83,61.81,61.81,opennem.org.au,false,
2023-01-10 13:00:00,Australia,South Australia,AU-SA,253.47,302.58,53.55,53.55,opennem.org.au,false,
2023-01-10 14:00:00,Australia,South Australia,AU-SA,305.78,357.31,47.25,47.25,opennem.org.au,false,
2023-01-10 15:00:00,Australia,South Australia,AU-SA,323.02,376.56,44.44,44.44,opennem.org.au,false,
2023-01-10 16:00:00,Australia,South Australia,AU-SA,330.61,386.21,42.47,42.47,opennem.org.au,false,
2023-01-10 17:00:00,Australia,South Australia,AU-SA,363.4,421.68,37.82,37.82,opennem.org.au,false,
2023-01-10 18:00:00,Australia,South Australia,AU-SA,378.02,438.16,35.47,35.47,opennem.org.au,false,
2023-01-10 19:00:00,Australia,South Australia,AU-SA,382.43,446.63,32.8,32.8,opennem.org.au,false,
2023-01-10 20:00:00,Australia,South Australia,AU-SA,349.08,415.77,35.25,35.25,opennem.org.au,false,
2023-01-10 21:00:00,Australia,South Australia,AU-SA,249.83,312.5,50.39,50.39,opennem.org.au,false,
2023-01-10 22:00:00,Australia,South Australia,AU-SA,168.23,226.12,65.64,65.64,opennem.org.au,false,
2023-01-10 23:00:00,Australia,South Australia,AU-SA,136.83,191.17,74.6,74.6,opennem.org.au,false,
2023-01-11 00:00:00,Australia,South Australia,AU-SA,86.06,139.44,81.93,81.93,opennem.org.au,false,
2023-01-11 01:00:00,Australia,South Australia,AU-SA,47.45,98.48,88.09,88.09,opennem.org.au,false,
2023-01-11 02:00:00,Australia,South Australia,AU-SA,46.05,97.47,87.59,87.59,opennem.org.au,false,
2023-01-11 03:00:00,Australia,South Australia,AU-SA,54.91,108.15,85.19,85.19,opennem.org.au,false,
2023-01-11 04:00:00,Australia,South Australia,AU-SA,68.54,122.12,82.06,82.06,opennem.org.au,false,
2023-01-11 05:00:00,Australia,South Australia,AU-SA,76.54,129.45,79.8,79.8,opennem.org.au,false,
2023-01-11 06:00:00,Australia,South Australia,AU-SA,92.98,146.27,76.56,76.56,opennem.org.au,false,
2023-01-11 07:00:00,Australia,South Australia,AU-SA,171.3,232.74,62.27,62.27,opennem.org.au,false,
2023-01-11 08:00:00,Australia,South Australia,AU-SA,193.34,256.58,56.14,56.14,opennem.org.au,false,
2023-01-11 09:00:00,Australia,South Australia,AU-SA,277.76,345.26,42.6,42.6,opennem.org.au,false,
2023-01-11 10:00:00,Australia,South Australia,AU-SA,353.75,426.34,30.94,30.94,opennem.org.au,false,
