Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-12-02 04:00:00,Australia,South Australia,AU-SA,13.43,53.23,96.37,96.37,opennem.org.au,false,
2023-12-02 05:00:00,Australia,South Australia,AU-SA,13.81,53.87,96.27,96.27,opennem.org.au,false,
2023-12-02 06:00:00,Australia,South Australia,AU-SA,24.93,66.48,93.38,93.38,opennem.org.au,false,
2023-12-02 07:00:00,Australia,South Australia,AU-SA,63.86,112.23,82.74,82.74,opennem.org.au,false,
2023-12-02 08:00:00,Australia,South Australia,AU-SA,94.29,144.34,75.09,75.09,opennem.org.au,false,
2023-12-02 09:00:00,Australia,South Australia,AU-SA,136.24,183.41,68.42,68.42,opennem.org.au,false,
2023-12-02 10:00:00,Australia,South Australia,AU-SA,133.4,180.24,66.67,66.67,opennem.org.au,false,
2023-12-02 11:00:00,Australia,South Australia,AU-SA,128.89,177.41,65.51,65.51,opennem.org.au,false,
2023-12-02 12:00:00,Australia,South Australia,AU-SA,126.09,173.87,66.21,66.21,opennem.org.au,false,
2023-12-02 13:00:00,Australia,South Australia,AU-SA,134.59,184.8,63.97,63.97,opennem.org.au,false,
2023-12-02 14:00:00,Australia,South Australia,AU-SA,151.36,206.37,59.54,59.54,opennem.org.au,false,
2023-12-02 15:00:00,Australia,South Australia,AU-SA,163.35,221.55,56.57,56.57,opennem.org.au,false,
2023-12-02 16:00:00,Australia,South Australia,AU-SA,178.36,240.29,53.05,53.05,opennem.org.au,false,
2023-12-02 17:00:00,Australia,South Australia,AU-SA,199.51,268.7,46.53,46.53,opennem.org.au,false,
2023-12-02 18:00:00,Australia,South Australia,AU-SA,199.6,268.14,47.04,47.04,opennem.org.au,false,
2023-12-02 19:00:00,Australia,South Australia,AU-SA,186.65,250.97,50.91,50.91,opennem.org.au,false,
2023-12-02 20:00:00,Australia,South Australia,AU-SA,152.49,213.8,58.92,58.92,opennem.org.au,false,
2023-12-02 21:00:00,Australia,South Australia,AU-SA,45.53,91.3,87.69,87.69,opennem.org.au,false,
2023-12-02 22:00:00,Australia,South Australia,AU-SA,20.5,66.04,94.46,94.46,opennem.org.au,false,
2023-12-02 23:00:00,Australia,South Australia,AU-SA,18.2,65.28,95.08,95.08,opennem.org.au,false,
2023-12-03 00:00:00,Australia,South Australia,AU-SA,17.49,65.52,95.27,95.27,opennem.org.au,false,
2023-12-03 01:00:00,Australia,South Australia,AU-SA,16.08,63.77,95.65,95.65,opennem.org.au,false,
2023-12-03 02:00:00,Australia,South Australia,AU-SA,15.3,61.95,95.86,95.86,opennem.org.au,false,
2023-12-03 03:00:00,Australia,South Australia,AU-SA,15.24,60.42,95.88,95.88,opennem.org.au,false,
2023-12-03 04:00:00,Australia,South Australia,AU-SA,14.9,59.14,95.97,95.97,opennem.org.au,false,
2023-12-03 05:00:00,Australia,South Australia,AU-SA,14.19,58.27,96.16,96.16,opennem.org.au,false,
2023-12-03 06:00:00,Australia,South Australia,AU-SA,15.66,58.8,95.82,95.82,opennem.org.au,false,
2023-12-03 07:00:00,Australia,South Australia,AU-SA,53.0,102.62,85.78,85.78,opennem.org.au,false,
2023-12-03 08:00:00,Australia,South Australia,AU-SA,143.37,211.55,62.4,62.4,opennem.org.au,false,
2023-12-03 09:00:00,Australia,South Australia,AU-SA,278.47,369.07,30.0,30.0,opennem.org.au,false,
2023-12-03 10:00:00,Australia,South Australia,AU-SA,296.73,387.73,25.65,25.65,opennem.org.au,false,
2023-12-03 11:00:00,Australia,South Australia,AU-SA,265.37,352.15,30.15,30.15,opennem.org.au,false,
2023-12-03 12:00:00,Australia,South Australia,AU-SA,232.17,308.76,39.43,39.43,opennem.org.au,false,
2023-12-03 13:00:00,Australia,South Australia,AU-SA,217.29,290.45,42.71,42.71,opennem.org.au,false,
2023-12-03 14:00:00,Australia,South Australia,AU-SA,207.05,278.78,44.25,44.25,opennem.org.au,false,
2023-12-03 15:00:00,Australia,South Australia,AU-SA,175.14,237.65,52.73,52.73,opennem.org.au,false,
2023-12-03 16:00:00,Australia,South Australia,AU-SA,100.44,140.6,73.19,73.19,opennem.org.au,false,
2023-12-03 17:00:00,Australia,South Australia,AU-SA,72.14,104.32,80.56,80.56,opennem.org.au,false,
2023-12-03 18:00:00,Australia,South Australia,AU-SA,66.81,97.4,82.02,82.02,opennem.org.au,false,
2023-12-03 19:00:00,Australia,South Australia,AU-SA,67.25,97.96,81.93,81.93,opennem.org.au,false,
2023-12-03 20:00:00,Australia,South Australia,AU-SA,52.13,82.29,85.92,85.92,opennem.org.au,false,
2023-12-03 21:00:00,Australia,South Australia,AU-SA,28.98,61.09,92.17,92.17,opennem.org.au,false,
2023-12-03 22:00:00,Australia,South Australia,AU-SA,24.7,62.52,93.32,93.32,opennem.org.au,false,
2023-12-03 23:00:00,Australia,South Australia,AU-SA,21.03,59.36,94.32,94.32,opennem.org.au,false,
2023-12-04 00:00:00,Australia,South Australia,AU-SA,18.86,57.65,94.9,94.9,opennem.org.au,false,
2023-12-04 01:00:00,Australia,South Australia,AU-SA,17.79,57.3,95.19,95.19,opennem.org.au,false,
2023-12-04 02:00:00,Australia,South Australia,AU-SA,17.81,58.66,95.19,95.19,opennem.org.au,false,
2023-12-04 03:00:00,Australia,South Australia,AU-SA,17.84,59.38,95.18,95.18,opennem.org.au,false,
2023-12-04 04:00:00,Australia,South Australia,AU-SA,15.34,56.33,95.85,95.85,opennem.org.au,false,
2023-12-04 05:00:00,Australia,South Australia,AU-SA,11.73,51.99,96.89,96.89,opennem.org.au,false,
2023-12-04 06:00:00,Australia,South Australia,AU-SA,55.24,104.63,85.17,85.17,opennem.org.au,false,
2023-12-04 07:00:00,Australia,South Australia,AU-SA,100.09,157.75,73.06,73.06,opennem.org.au,false,
2023-12-04 08:00:00,Australia,South Australia,AU-SA,172.01,240.85,55.85,55.85,opennem.org.au,false,
2023-12-04 09:00:00,Australia,South Australia,AU-SA,213.85,287.62,44.64,44.64,opennem.org.au,false,
2023-12-04 10:00:00,Australia,South Australia,AU-SA,218.57,292.79,42.54,42.54,opennem.org.au,false,
2023-12-04 11:00:00,Australia,South Australia,AU-SA,226.0,303.19,39.36,39.36,opennem.org.au,false,
2023-12-04 12:00:00,Australia,South Australia,AU-SA,241.93,324.13,34.67,34.67,opennem.org.au,false,
2023-12-04 13:00:00,Australia,South Australia,AU-SA,266.94,356.23,28.12,28.12,opennem.org.au,false,
2023-12-04 14:00:00,Australia,South Australia,AU-SA,222.99,299.25,40.07,40.07,opennem.org.au,false,
2023-12-04 15:00:00,Australia,South Australia,AU-SA,184.72,249.32,50.71,50.71,opennem.org.au,false,
2023-12-04 16:00:00,Australia,South Australia,AU-SA,159.83,217.82,56.88,56.88,opennem.org.au,false,
2023-12-04 17:00:00,Australia,South Australia,AU-SA,155.81,212.71,57.89,57.89,opennem.org.au,false,
2023-12-04 18:00:00,Australia,South Australia,AU-SA,173.04,235.02,53.23,53.23,opennem.org.au,false,
2023-12-04 19:00:00,Australia,South Australia,AU-SA,181.03,244.02,52.13,52.13,opennem.org.au,false,
2023-12-04 20:00:00,Australia,South Australia,AU-SA,164.22,224.23,56.87,56.87,opennem.org.au,false,
2023-12-04 21:00:00,Australia,South Australia,AU-SA,128.63,185.27,65.46,65.46,opennem.org.au,false,
2023-12-04 22:00:00,Australia,South Australia,AU-SA,52.91,97.74,86.0,86.0,opennem.org.au,false,
2023-12-04 23:00:00,Australia,South Australia,AU-SA,49.08,90.73,86.86,86.86,opennem.org.au,false,
2023-12-05 00:00:00,Australia,South Australia,AU-SA,41.71,84.03,88.73,88.73,opennem.org.au,false,
2023-12-05 01:00:00,Australia,South Australia,AU-SA,39.68,81.6,89.28,89.28,opennem.org.au,false,
2023-12-05 02:00:00,Australia,South Australia,AU-SA,33.85,77.82,90.85,90.85,opennem.org.au,false,
2023-12-05 03:00:00,Australia,South Australia,AU-SA,73.22,120.6,80.21,80.21,opennem.org.au,false,
2023-12-05 04:00:00,Australia,South Australia,AU-SA,31.71,75.4,91.43,91.43,opennem.org.au,false,
2023-12-05 05:00:00,Australia,South Australia,AU-SA,36.63,80.21,90.1,90.1,opennem.org.au,false,
2023-12-05 06:00:00,Australia,South Australia,AU-SA,45.95,90.74,87.79,87.79,opennem.org.au,false,
2023-12-05 07:00:00,Australia,South Australia,AU-SA,83.85,134.58,77.37,77.37,opennem.org.au,false,
2023-12-05 08:00:00,Australia,South Australia,AU-SA,99.52,148.27,73.15,73.15,opennem.org.au,false,
2023-12-05 09:00:00,Australia,South Australia,AU-SA,133.82,183.26,66.8,66.8,opennem.org.au,false,
2023-12-05 10:00:00,Australia,South Australia,AU-SA,154.21,207.33,61.49,61.49,opennem.org.au,false,
2023-12-05 11:00:00,Australia,South Australia,AU-SA,140.17,192.23,62.9,62.9,opennem.org.au,false,
2023-12-05 12:00:00,Australia,South Australia,AU-SA,118.06,163.84,68.09,68.09,opennem.org.au,false,
2023-12-05 13:00:00,Australia,South Australia,AU-SA,114.23,158.88,69.13,69.13,opennem.org.au,false,
2023-12-05 14:00:00,Australia,South Australia,AU-SA,117.43,163.03,68.26,68.26,opennem.org.au,false,
2023-12-05 15:00:00,Australia,South Australia,AU-SA,114.99,159.87,68.92,68.92,opennem.org.au,false,
2023-12-05 16:00:00,Australia,South Australia,AU-SA,115.12,159.92,68.98,68.98,opennem.org.au,false,
2023-12-05 17:00:00,Australia,South Australia,AU-SA,118.44,164.23,68.07,68.07,opennem.org.au,false,
2023-12-05 18:00:00,Australia,South Australia,AU-SA,117.34,162.9,68.29,68.29,opennem.org.au,false,
2023-12-05 19:00:00,Australia,South Australia,AU-SA,127.98,176.43,65.64,65.64,opennem.org.au,false,
2023-12-05 20:00:00,Australia,South Australia,AU-SA,129.37,179.89,65.07,65.07,opennem.org.au,false,
2023-12-05 21:00:00,Australia,South Australia,AU-SA,83.41,124.66,77.73,77.73,opennem.org.au,false,
2023-12-05 22:00:00,Australia,South Australia,AU-SA,20.3,53.66,94.51,94.51,opennem.org.au,false,
2023-12-05 23:00:00,Australia,South Australia,AU-SA,17.1,55.32,95.38,95.38,opennem.org.au,false,
2023-12-06 00:00:00,Australia,South Australia,AU-SA,14.8,55.63,96.0,96.0,opennem.org.au,false,
2023-12-06 01:00:00,Australia,South Australia,AU-SA,13.59,57.62,96.33,96.33,opennem.org.au,false,
2023-12-06 02:00:00,Australia,South Australia,AU-SA,12.8,56.83,96.54,96.54,opennem.org.au,false,
2023-12-06 03:00:00,Australia,South Australia,AU-SA,11.18,55.16,96.98,96.98,opennem.org.au,false,
2023-12-06 04:00:00,Australia,South Australia,AU-SA,15.77,59.56,95.74,95.74,opennem.org.au,false,
2023-12-06 05:00:00,Australia,South Australia,AU-SA,43.15,90.09,88.34,88.34,opennem.org.au,false,
2023-12-06 06:00:00,Australia,South Australia,AU-SA,67.44,117.22,82.15,82.15,opennem.org.au,false,
2023-12-06 07:00:00,Australia,South Australia,AU-SA,114.17,169.88,69.18,69.18,opennem.org.au,false,
2023-12-06 08:00:00,Australia,South Australia,AU-SA,134.12,189.36,65.11,65.11,opennem.org.au,false,
2023-12-06 09:00:00,Australia,South Australia,AU-SA,161.4,216.28,60.78,60.78,opennem.org.au,false,
2023-12-06 10:00:00,Australia,South Australia,AU-SA,169.78,230.74,55.05,55.05,opennem.org.au,false,
2023-12-06 11:00:00,Australia,South Australia,AU-SA,150.83,207.11,59.58,59.58,opennem.org.au,false,
2023-12-06 12:00:00,Australia,South Australia,AU-SA,127.2,176.31,65.7,65.7,opennem.org.au,false,
2023-12-06 13:00:00,Australia,South Australia,AU-SA,121.1,167.78,67.27,67.27,opennem.org.au,false,
2023-12-06 14:00:00,Australia,South Australia,AU-SA,119.55,165.66,67.77,67.77,opennem.org.au,false,
2023-12-06 15:00:00,Australia,South Australia,AU-SA,113.95,158.52,69.2,69.2,opennem.org.au,false,
2023-12-06 16:00:00,Australia,South Australia,AU-SA,115.0,159.88,68.92,68.92,opennem.org.au,false,
2023-12-06 17:00:00,Australia,South Australia,AU-SA,112.98,157.26,69.47,69.47,opennem.org.au,false,
2023-12-06 18:00:00,Australia,South Australia,AU-SA,117.26,161.72,69.16,69.16,opennem.org.au,false,
2023-12-06 19:00:00,Australia,South Australia,AU-SA,127.76,175.47,66.2,66.2,opennem.org.au,false,
2023-12-06 20:00:00,Australia,South Australia,AU-SA,136.26,187.29,64.13,64.13,opennem.org.au,false,
2023-12-06 21:00:00,Australia,South Australia,AU-SA,120.66,172.64,67.39,67.39,opennem.org.au,false,
2023-12-06 22:00:00,Australia,South Australia,AU-SA,88.38,135.59,76.25,76.25,opennem.org.au,false,
2023-12-06 23:00:00,Australia,South Australia,AU-SA,45.44,84.61,87.89,87.89,opennem.org.au,false,
2023-12-07 00:00:00,Australia,South Australia,AU-SA,36.07,74.4,90.25,90.25,opennem.org.au,false,
2023-12-07 01:00:00,Australia,South Australia,AU-SA,34.51,73.64,90.67,90.67,opennem.org.au,false,
2023-12-07 02:00:00,Australia,South Australia,AU-SA,37.46,77.28,89.87,89.87,opennem.org.au,false,
2023-12-07 03:00:00,Australia,South Australia,AU-SA,45.2,87.67,87.79,87.79,opennem.org.au,false,
2023-12-07 04:00:00,Australia,South Australia,AU-SA,61.7,106.66,83.32,83.32,opennem.org.au,false,
2023-12-07 05:00:00,Australia,South Australia,AU-SA,74.34,121.2,79.93,79.93,opennem.org.au,false,
2023-12-07 06:00:00,Australia,South Australia,AU-SA,144.2,204.41,61.89,61.89,opennem.org.au,false,
2023-12-07 07:00:00,Australia,South Australia,AU-SA,185.03,255.83,50.25,50.25,opennem.org.au,false,
2023-12-07 08:00:00,Australia,South Australia,AU-SA,228.01,309.17,39.39,39.39,opennem.org.au,false,
2023-12-07 09:00:00,Australia,South Australia,AU-SA,224.51,303.42,39.57,39.57,opennem.org.au,false,
2023-12-07 10:00:00,Australia,South Australia,AU-SA,212.25,286.49,42.81,42.81,opennem.org.au,false,
2023-12-07 11:00:00,Australia,South Australia,AU-SA,189.32,256.09,48.83,48.83,opennem.org.au,false,
2023-12-07 12:00:00,Australia,South Australia,AU-SA,140.92,193.41,61.93,61.93,opennem.org.au,false,
2023-12-07 13:00:00,Australia,South Australia,AU-SA,116.72,161.91,68.6,68.6,opennem.org.au,false,
2023-12-07 14:00:00,Australia,South Australia,AU-SA,113.26,157.58,69.43,69.43,opennem.org.au,false,
2023-12-07 15:00:00,Australia,South Australia,AU-SA,112.98,157.26,69.46,69.46,opennem.org.au,false,
2023-12-07 16:00:00,Australia,South Australia,AU-SA,133.78,184.09,63.93,63.93,opennem.org.au,false,
2023-12-07 17:00:00,Australia,South Australia,AU-SA,115.63,160.69,68.75,68.75,opennem.org.au,false,
2023-12-07 18:00:00,Australia,South Australia,AU-SA,101.76,142.74,72.5,72.5,opennem.org.au,false,
2023-12-07 19:00:00,Australia,South Australia,AU-SA,106.9,149.4,71.12,71.12,opennem.org.au,false,
2023-12-07 20:00:00,Australia,South Australia,AU-SA,98.6,140.69,73.4,73.4,opennem.org.au,false,
2023-12-07 21:00:00,Australia,South Australia,AU-SA,84.94,127.27,77.04,77.04,opennem.org.au,false,
2023-12-07 22:00:00,Australia,South Australia,AU-SA,50.19,82.4,86.62,86.62,opennem.org.au,false,
2023-12-07 23:00:00,Australia,South Australia,AU-SA,54.53,88.88,85.26,85.26,opennem.org.au,false,
2023-12-08 00:00:00,Australia,South Australia,AU-SA,43.36,78.55,88.28,88.28,opennem.org.au,false,
2023-12-08 01:00:00,Australia,South Australia,AU-SA,94.62,144.27,75.37,75.37,opennem.org.au,false,
2023-12-08 02:00:00,Australia,South Australia,AU-SA,104.86,158.14,71.66,71.66,opennem.org.au,false,
2023-12-08 03:00:00,Australia,South Australia,AU-SA,89.29,141.24,75.87,75.87,opennem.org.au,false,
2023-12-08 04:00:00,Australia,South Australia,AU-SA,108.88,164.3,70.68,70.68,opennem.org.au,false,
2023-12-08 05:00:00,Australia,South Australia,AU-SA,135.4,197.4,63.69,63.69,opennem.org.au,false,
2023-12-08 06:00:00,Australia,South Australia,AU-SA,197.68,271.07,46.93,46.93,opennem.org.au,false,
2023-12-08 07:00:00,Australia,South Australia,AU-SA,205.54,280.57,45.36,45.36,opennem.org.au,false,
2023-12-08 08:00:00,Australia,South Australia,AU-SA,212.85,284.78,45.56,45.56,opennem.org.au,false,
2023-12-08 09:00:00,Australia,South Australia,AU-SA,224.55,299.49,41.54,41.54,opennem.org.au,false,
2023-12-08 10:00:00,Australia,South Australia,AU-SA,247.07,328.99,34.69,34.69,opennem.org.au,false,
2023-12-08 11:00:00,Australia,South Australia,AU-SA,217.77,292.68,41.33,41.33,opennem.org.au,false,
2023-12-08 12:00:00,Australia,South Australia,AU-SA,241.79,323.94,34.71,34.71,opennem.org.au,false,
2023-12-08 13:00:00,Australia,South Australia,AU-SA,307.05,407.57,17.74,17.74,opennem.org.au,false,
2023-12-08 14:00:00,Australia,South Australia,AU-SA,254.18,339.39,31.82,31.82,opennem.org.au,false,
2023-12-08 15:00:00,Australia,South Australia,AU-SA,265.9,355.24,28.13,28.13,opennem.org.au,false,
2023-12-08 16:00:00,Australia,South Australia,AU-SA,229.63,308.24,37.96,37.96,opennem.org.au,false,
2023-12-08 17:00:00,Australia,South Australia,AU-SA,181.12,245.48,51.05,51.05,opennem.org.au,false,
2023-12-08 18:00:00,Australia,South Australia,AU-SA,150.96,206.38,59.24,59.24,opennem.org.au,false,
2023-12-08 19:00:00,Australia,South Australia,AU-SA,159.36,217.31,56.93,56.93,opennem.org.au,false,
2023-12-08 20:00:00,Australia,South Australia,AU-SA,137.06,188.69,62.96,62.96,opennem.org.au,false,
2023-12-08 21:00:00,Australia,South Australia,AU-SA,83.73,121.77,77.5,77.5,opennem.org.au,false,
2023-12-08 22:00:00,Australia,South Australia,AU-SA,77.82,116.06,78.97,78.97,opennem.org.au,false,
2023-12-08 23:00:00,Australia,South Australia,AU-SA,71.59,108.1,80.65,80.65,opennem.org.au,false,
2023-12-09 00:00:00,Australia,South Australia,AU-SA,30.92,57.96,91.77,91.77,opennem.org.au,false,
2023-12-09 01:00:00,Australia,South Australia,AU-SA,26.98,53.94,92.71,92.71,opennem.org.au,false,
2023-12-09 02:00:00,Australia,South Australia,AU-SA,20.83,45.64,94.37,94.37,opennem.org.au,false,
2023-12-09 03:00:00,Australia,South Australia,AU-SA,19.85,45.02,94.63,94.63,opennem.org.au,false,
2023-12-09 04:00:00,Australia,South Australia,AU-SA,19.27,44.22,94.79,94.79,opennem.org.au,false,
2023-12-09 05:00:00,Australia,South Australia,AU-SA,26.58,51.95,92.82,92.82,opennem.org.au,false,
2023-12-09 06:00:00,Australia,South Australia,AU-SA,62.1,96.05,83.62,83.62,opennem.org.au,false,
2023-12-09 07:00:00,Australia,South Australia,AU-SA,79.22,116.1,79.16,79.16,opennem.org.au,false,
2023-12-09 08:00:00,Australia,South Australia,AU-SA,84.84,120.59,78.76,78.76,opennem.org.au,false,
2023-12-09 09:00:00,Australia,South Australia,AU-SA,67.16,96.82,83.12,83.12,opennem.org.au,false,
2023-12-09 10:00:00,Australia,South Australia,AU-SA,60.5,87.79,84.85,84.85,opennem.org.au,false,
2023-12-09 11:00:00,Australia,South Australia,AU-SA,56.03,82.0,86.05,86.05,opennem.org.au,false,
2023-12-09 12:00:00,Australia,South Australia,AU-SA,50.26,74.6,87.55,87.55,opennem.org.au,false,
2023-12-09 13:00:00,Australia,South Australia,AU-SA,40.38,62.95,89.35,89.35,opennem.org.au,false,
2023-12-09 14:00:00,Australia,South Australia,AU-SA,28.19,47.42,92.44,92.44,opennem.org.au,false,
2023-12-09 15:00:00,Australia,South Australia,AU-SA,22.63,40.29,93.88,93.88,opennem.org.au,false,
2023-12-09 16:00:00,Australia,South Australia,AU-SA,23.15,40.97,93.74,93.74,opennem.org.au,false,
2023-12-09 17:00:00,Australia,South Australia,AU-SA,23.43,41.34,93.67,93.67,opennem.org.au,false,
2023-12-09 18:00:00,Australia,South Australia,AU-SA,25.01,43.38,93.24,93.24,opennem.org.au,false,
2023-12-09 19:00:00,Australia,South Australia,AU-SA,24.53,42.76,93.37,93.37,opennem.org.au,false,
2023-12-09 20:00:00,Australia,South Australia,AU-SA,24.71,43.51,93.42,93.42,opennem.org.au,false,
2023-12-09 21:00:00,Australia,South Australia,AU-SA,24.16,43.82,93.47,93.47,opennem.org.au,false,
2023-12-09 22:00:00,Australia,South Australia,AU-SA,21.56,43.12,94.17,94.17,opennem.org.au,false,
2023-12-09 23:00:00,Australia,South Australia,AU-SA,19.44,41.65,94.75,94.75,opennem.org.au,false,
2023-12-10 00:00:00,Australia,South Australia,AU-SA,18.05,41.17,95.12,95.12,opennem.org.au,false,
2023-12-10 01:00:00,Australia,South Australia,AU-SA,15.54,41.67,95.8,95.8,opennem.org.au,false,
2023-12-10 02:00:00,Australia,South Australia,AU-SA,15.14,41.99,95.91,95.91,opennem.org.au,false,
2023-12-10 03:00:00,Australia,South Australia,AU-SA,14.53,41.67,96.07,96.07,opennem.org.au,false,
2023-12-10 04:00:00,Australia,South Australia,AU-SA,16.36,41.28,95.58,95.58,opennem.org.au,false,
2023-12-10 05:00:00,Australia,South Australia,AU-SA,17.54,40.79,95.26,95.26,opennem.org.au,false,
2023-12-10 06:00:00,Australia,South Australia,AU-SA,19.87,42.67,94.78,94.78,opennem.org.au,false,
2023-12-10 07:00:00,Australia,South Australia,AU-SA,20.12,41.81,94.63,94.63,opennem.org.au,false,
2023-12-10 08:00:00,Australia,South Australia,AU-SA,26.96,46.04,94.65,94.65,opennem.org.au,false,
2023-12-10 09:00:00,Australia,South Australia,AU-SA,29.3,46.62,94.41,94.41,opennem.org.au,false,
2023-12-10 10:00:00,Australia,South Australia,AU-SA,26.82,44.0,94.09,94.09,opennem.org.au,false,
2023-12-10 11:00:00,Australia,South Australia,AU-SA,22.96,40.71,93.81,93.81,opennem.org.au,false,
2023-12-10 12:00:00,Australia,South Australia,AU-SA,26.53,45.3,92.86,92.86,opennem.org.au,false,
2023-12-10 13:00:00,Australia,South Australia,AU-SA,23.17,40.99,93.74,93.74,opennem.org.au,false,
2023-12-10 14:00:00,Australia,South Australia,AU-SA,25.06,43.28,93.35,93.35,opennem.org.au,false,
2023-12-10 15:00:00,Australia,South Australia,AU-SA,26.31,44.99,92.95,92.95,opennem.org.au,false,
2023-12-10 16:00:00,Australia,South Australia,AU-SA,22.52,40.15,93.91,93.91,opennem.org.au,false,
2023-12-10 17:00:00,Australia,South Australia,AU-SA,29.77,49.55,91.95,91.95,opennem.org.au,false,
2023-12-10 18:00:00,Australia,South Australia,AU-SA,27.38,46.45,92.6,92.6,opennem.org.au,false,
2023-12-10 19:00:00,Australia,South Australia,AU-SA,63.74,95.96,82.98,82.98,opennem.org.au,false,
2023-12-10 20:00:00,Australia,South Australia,AU-SA,170.24,239.35,58.13,58.13,opennem.org.au,false,
2023-12-10 21:00:00,Australia,South Australia,AU-SA,144.83,211.84,62.59,62.59,opennem.org.au,false,
2023-12-10 22:00:00,Australia,South Australia,AU-SA,79.91,125.79,79.12,79.12,opennem.org.au,false,
2023-12-10 23:00:00,Australia,South Australia,AU-SA,69.85,117.23,81.78,81.78,opennem.org.au,false,
2023-12-11 00:00:00,Australia,South Australia,AU-SA,56.24,105.93,84.8,84.8,opennem.org.au,false,
2023-12-11 01:00:00,Australia,South Australia,AU-SA,47.65,93.8,87.29,87.29,opennem.org.au,false,
2023-12-11 02:00:00,Australia,South Australia,AU-SA,42.66,88.28,88.47,88.47,opennem.org.au,false,
2023-12-11 03:00:00,Australia,South Australia,AU-SA,45.61,92.35,87.67,87.67,opennem.org.au,false,
2023-12-11 04:00:00,Australia,South Australia,AU-SA,74.9,127.85,79.76,79.76,opennem.org.au,false,
2023-12-11 05:00:00,Australia,South Australia,AU-SA,151.97,219.83,58.93,58.93,opennem.org.au,false,
2023-12-11 06:00:00,Australia,South Australia,AU-SA,167.03,238.44,55.04,55.04,opennem.org.au,false,
2023-12-11 07:00:00,Australia,South Australia,AU-SA,200.23,276.21,47.06,47.06,opennem.org.au,false,
2023-12-11 08:00:00,Australia,South Australia,AU-SA,210.45,286.65,44.93,44.93,opennem.org.au,false,
2023-12-11 09:00:00,Australia,South Australia,AU-SA,218.09,292.14,43.21,43.21,opennem.org.au,false,
2023-12-11 10:00:00,Australia,South Australia,AU-SA,221.39,297.45,40.31,40.31,opennem.org.au,false,
2023-12-11 11:00:00,Australia,South Australia,AU-SA,202.7,273.32,45.29,45.29,opennem.org.au,false,
2023-12-11 12:00:00,Australia,South Australia,AU-SA,174.33,236.69,52.88,52.88,opennem.org.au,false,
2023-12-11 13:00:00,Australia,South Australia,AU-SA,230.16,308.93,37.82,37.82,opennem.org.au,false,
2023-12-11 14:00:00,Australia,South Australia,AU-SA,212.75,286.43,42.5,42.5,opennem.org.au,false,
2023-12-11 15:00:00,Australia,South Australia,AU-SA,203.91,274.98,44.89,44.89,opennem.org.au,false,
2023-12-11 16:00:00,Australia,South Australia,AU-SA,206.78,278.69,44.11,44.11,opennem.org.au,false,
2023-12-11 17:00:00,Australia,South Australia,AU-SA,197.89,267.19,46.52,46.52,opennem.org.au,false,
2023-12-11 18:00:00,Australia,South Australia,AU-SA,207.41,279.52,43.94,43.94,opennem.org.au,false,
2023-12-11 19:00:00,Australia,South Australia,AU-SA,224.47,301.6,39.34,39.34,opennem.org.au,false,
2023-12-11 20:00:00,Australia,South Australia,AU-SA,243.41,326.88,34.54,34.54,opennem.org.au,false,
2023-12-11 21:00:00,Australia,South Australia,AU-SA,200.21,275.02,45.9,45.9,opennem.org.au,false,
2023-12-11 22:00:00,Australia,South Australia,AU-SA,96.81,150.62,74.01,74.01,opennem.org.au,false,
2023-12-11 23:00:00,Australia,South Australia,AU-SA,53.75,101.78,85.47,85.47,opennem.org.au,false,
2023-12-12 00:00:00,Australia,South Australia,AU-SA,38.43,84.42,89.61,89.61,opennem.org.au,false,
2023-12-12 01:00:00,Australia,South Australia,AU-SA,34.57,80.4,90.66,90.66,opennem.org.au,false,
2023-12-12 02:00:00,Australia,South Australia,AU-SA,34.29,80.35,90.73,90.73,opennem.org.au,false,
2023-12-12 03:00:00,Australia,South Australia,AU-SA,38.81,86.53,89.51,89.51,opennem.org.au,false,
2023-12-12 04:00:00,Australia,South Australia,AU-SA,48.86,97.87,86.8,86.8,opennem.org.au,false,
2023-12-12 05:00:00,Australia,South Australia,AU-SA,52.97,102.38,85.7,85.7,opennem.org.au,false,
2023-12-12 06:00:00,Australia,South Australia,AU-SA,100.02,159.23,73.03,73.03,opennem.org.au,false,
2023-12-12 07:00:00,Australia,South Australia,AU-SA,151.18,220.94,59.31,59.31,opennem.org.au,false,
2023-12-12 08:00:00,Australia,South Australia,AU-SA,202.57,277.79,48.17,48.17,opennem.org.au,false,
2023-12-12 09:00:00,Australia,South Australia,AU-SA,262.13,345.75,35.0,35.0,opennem.org.au,false,
2023-12-12 10:00:00,Australia,South Australia,AU-SA,305.34,405.5,18.17,18.17,opennem.org.au,false,
2023-12-12 11:00:00,Australia,South Australia,AU-SA,275.18,367.25,25.63,25.63,opennem.org.au,false,
2023-12-12 12:00:00,Australia,South Australia,AU-SA,243.02,325.61,34.32,34.32,opennem.org.au,false,
2023-12-12 13:00:00,Australia,South Australia,AU-SA,213.51,287.32,42.36,42.36,opennem.org.au,false,
2023-12-12 14:00:00,Australia,South Australia,AU-SA,196.19,264.95,47.0,47.0,opennem.org.au,false,
2023-12-12 15:00:00,Australia,South Australia,AU-SA,153.61,209.86,58.48,58.48,opennem.org.au,false,
